year,sum,variable,timescale,region
2002,0.0,Cem_Total,seasonal_mam,TJ
2003,0.0,Cem_Total,seasonal_mam,TJ
2004,0.0003556040772486725,Cem_Total,seasonal_mam,TJ
2005,0.0,Cem_Total,seasonal_mam,TJ
2006,0.0020234986782613606,Cem_Total,seasonal_mam,TJ
2007,0.0005680166690036621,Cem_Total,seasonal_mam,TJ
2008,0.0,Cem_Total,seasonal_mam,TJ
2009,0.0006665583163603363,Cem_Total,seasonal_mam,TJ
2010,0.0,Cem_Total,seasonal_mam,TJ
2011,0.0,Cem_Total,seasonal_mam,TJ
2012,0.0,Cem_Total,seasonal_mam,TJ
2013,0.0,Cem_Total,seasonal_mam,TJ
2014,0.0,Cem_Total,seasonal_mam,TJ
2015,0.0,Cem_Total,seasonal_mam,TJ
2016,0.00016346552460279847,Cem_Total,seasonal_mam,TJ
2017,0.0,Cem_Total,seasonal_mam,TJ
2018,0.0,Cem_Total,seasonal_mam,TJ
2019,5.01645310355835e-05,Cem_Total,seasonal_mam,TJ
2020,0.0,Cem_Total,seasonal_mam,TJ
