year,sum,variable,timescale,region
2002,16.078798474647687,Cem_Total,seasonal_mam,DRC
2003,31.82238943229975,Cem_Total,seasonal_mam,DRC
2004,28.008427486380725,Cem_Total,seasonal_mam,DRC
2005,17.602884458900526,Cem_Total,seasonal_mam,DRC
2006,15.391196844099511,Cem_Total,seasonal_mam,DRC
2007,16.156654621055104,Cem_Total,seasonal_mam,DRC
2008,16.555004797254036,Cem_Total,seasonal_mam,DRC
2009,10.354372182216462,Cem_Total,seasonal_mam,DRC
2010,21.549344240509942,Cem_Total,seasonal_mam,DRC
2011,17.46969771109756,Cem_Total,seasonal_mam,DRC
2012,16.76508662337661,Cem_Total,seasonal_mam,DRC
2013,16.354722258907998,Cem_Total,seasonal_mam,DRC
2014,13.635853567337756,Cem_Total,seasonal_mam,DRC
2015,11.370488793689624,Cem_Total,seasonal_mam,DRC
2016,13.40307788428036,Cem_Total,seasonal_mam,DRC
2017,21.43980503115564,Cem_Total,seasonal_mam,DRC
2018,9.684516455457185,Cem_Total,seasonal_mam,DRC
2019,14.401292338193207,Cem_Total,seasonal_mam,DRC
2020,12.629944211380504,Cem_Total,seasonal_mam,DRC
