year,sum,variable,timescale,country
2002,0.06720239881164358,Cem_Total,yearly_jj,SWZ
2003,0.34206756251377113,Cem_Total,yearly_jj,SWZ
2004,0.3372279006793434,Cem_Total,yearly_jj,SWZ
2005,0.3331271008866264,Cem_Total,yearly_jj,SWZ
2006,0.32964932481527587,Cem_Total,yearly_jj,SWZ
2007,0.2307030386936197,Cem_Total,yearly_jj,SWZ
2008,1.02948154285758,Cem_Total,yearly_jj,SWZ
2009,0.9113086930091739,Cem_Total,yearly_jj,SWZ
2010,0.20615240008150068,Cem_Total,yearly_jj,SWZ
2011,0.4505655408161727,Cem_Total,yearly_jj,SWZ
2012,0.36869444529643797,Cem_Total,yearly_jj,SWZ
2013,0.3212910473236541,Cem_Total,yearly_jj,SWZ
2014,0.4211024801218961,Cem_Total,yearly_jj,SWZ
2015,0.35460787879920314,Cem_Total,yearly_jj,SWZ
2016,0.21730710383194923,Cem_Total,yearly_jj,SWZ
2017,0.21570307353724386,Cem_Total,yearly_jj,SWZ
2018,0.23463914573551703,Cem_Total,yearly_jj,SWZ
2019,0.24719760767593812,Cem_Total,yearly_jj,SWZ
2020,0.5404229320237738,Cem_Total,yearly_jj,SWZ
